Date,Open,High,Low,Close,Adj Close,Volume,Put Call,Fear Greed,VIX
2011-03-02,130.750000,131.820007,130.350006,131.210007,107.986801,200277400,0.55,42,20.700001
2011-03-03,132.399994,133.619995,132.389999,133.470001,109.846794,176480100,0.55,41,18.600000
2011-03-04,133.369995,133.630005,131.600006,132.470001,109.023773,277202300,0.57,39,19.059999
2011-03-07,132.860001,133.160004,130.740005,131.429993,108.167915,216790400,0.64,35,20.660000
2011-03-08,131.639999,133.000000,131.070007,132.580002,109.114342,174615000,0.54,27,19.820000
2011-03-09,132.320007,132.800003,131.600006,132.389999,108.957939,153806000,0.6,26,20.219999
2011-03-10,131.000000,131.179993,129.809998,129.940002,106.941589,301291800,0.73,26,21.879999
2011-03-11,129.520004,131.309998,129.490005,130.839996,107.682289,225621800,0.62,26,20.080000
2011-03-14,129.990005,130.479996,129.059998,130.050003,107.032143,234974100,0.67,13,21.129999
2011-03-15,126.589996,129.330002,126.500000,128.559998,105.805847,359585400,0.71,13,24.320000
2011-03-16,128.149994,128.570007,125.279999,126.180000,103.847084,468670300,0.79,11,29.400000
2011-03-17,128.000000,128.389999,127.099998,127.849998,105.221512,254303700,0.71,9,26.370001
2011-03-18,128.839996,128.880005,127.510002,127.760002,105.604210,230435400,0.67,9,24.440001
2011-03-21,129.350006,130.009995,129.199997,129.740005,107.240860,153992600,0.49,14,20.610001
2011-03-22,129.720001,129.889999,129.169998,129.289993,106.868881,129538600,0.55,15,20.209999
2011-03-23,128.929993,130.000000,128.320007,129.660004,107.174721,148603100,0.59,16,19.170000
2011-03-24,130.399994,131.089996,129.669998,130.899994,108.199677,159129800,0.55,16,18.000000
2011-03-25,131.240005,131.869995,130.889999,131.300003,108.530312,155642800,0.53,19,17.910000
2011-03-28,131.580002,131.919998,130.940002,130.979996,108.265816,109762400,0.56,23,19.440001
2011-03-29,130.869995,131.899994,130.440002,131.860001,108.993210,129798800,0.52,23,18.160000
2011-03-30,132.550003,133.160004,132.360001,132.770004,109.745399,135835000,0.54,24,17.709999
2011-03-31,132.600006,132.960007,132.449997,132.589996,109.596611,132537100,0.56,24,17.740000
2011-04-01,133.410004,133.770004,132.830002,133.149994,110.059494,153850100,0.51,27,17.400000
2011-04-04,133.429993,133.669998,132.880005,133.259995,110.150414,100768900,0.59,31,17.500000
2011-04-05,133.000000,133.830002,132.940002,133.240005,110.133904,120791500,0.56,35,17.250000
2011-04-06,133.880005,134.000000,133.119995,133.660004,110.481049,120411600,0.55,37,16.900000
2011-04-07,133.419998,133.979996,132.660004,133.320007,110.200027,170731500,0.53,37,17.110001
2011-04-08,133.910004,133.990005,132.309998,132.860001,109.819763,147945400,0.58,37,17.870001
2011-04-11,133.000000,133.449997,132.139999,132.460007,109.489159,121385400,0.62,34,16.590000
2011-04-12,131.720001,131.979996,130.990005,131.470001,108.670837,161187400,0.58,33,17.090000
2011-04-13,132.080002,132.179993,130.960007,131.460007,108.662575,162059000,0.65,33,16.920000
2011-04-14,130.699997,131.759995,130.270004,131.559998,108.745255,161220400,0.69,30,16.270000
2011-04-15,131.800003,132.369995,131.410004,132.039993,109.141983,170006700,0.63,28,15.320000
2011-04-18,130.589996,132.029999,129.509995,130.559998,107.918648,210759300,0.6,24,16.959999
2011-04-19,130.759995,131.350006,130.440002,131.309998,108.538605,124258800,0.64,24,15.830000
2011-04-20,132.880005,133.389999,132.789993,133.100006,110.018173,156133800,0.51,25,15.070000
2011-04-21,133.789993,133.839996,133.100006,133.779999,110.580261,135935400,0.62,30,14.690000
2011-04-25,133.679993,133.860001,133.199997,133.639999,110.464523,65757100,0.57,35,15.770000
2011-04-26,134.050003,135.059998,133.910004,134.789993,111.415092,146600000,0.57,36,15.620000
2011-04-27,135.050003,135.869995,134.500000,135.669998,112.142487,143031000,0.59,37,15.350000
2011-04-28,135.429993,136.289993,135.410004,136.110001,112.506157,124791100,0.54,37,14.620000
2011-04-29,136.160004,136.570007,135.979996,136.429993,112.770691,115094100,0.59,41,14.750000
2011-05-02,137.070007,137.179993,135.949997,136.220001,112.597115,126278700,0.5,36,15.990000
2011-05-03,135.960007,136.190002,135.039993,135.729996,112.192085,138375000,0.61,31,16.700001
2011-05-04,135.669998,135.729996,134.229996,134.830002,111.448143,182678500,0.72,30,17.080000
2011-05-05,134.080002,134.949997,133.020004,133.610001,110.439758,226900000,0.65,29,18.200001
2011-05-06,134.940002,135.630005,133.679993,134.199997,110.927429,222787200,0.62,27,18.400000
2011-05-09,134.190002,135.110001,133.979996,134.720001,111.357239,114104500,0.63,28,17.160000
2011-05-10,135.169998,136.110001,135.000000,135.869995,112.307800,114806900,0.58,31,15.910000
2011-05-11,135.669998,135.690002,133.820007,134.440002,111.125793,193564200,0.67,31,16.950001
2011-05-12,134.080002,135.360001,133.389999,135.080002,111.654816,171550700,0.67,32,16.030001
2011-05-13,135.149994,135.339996,133.559998,134.039993,110.795166,157444900,0.73,32,17.070000
2011-05-16,133.559998,134.610001,132.970001,133.190002,110.092575,141675400,0.61,27,18.240000
2011-05-17,132.690002,133.350006,132.119995,133.169998,110.076050,192686200,0.75,27,17.549999
2011-05-18,133.240005,134.500000,132.949997,134.360001,111.059647,135217900,0.68,25,16.230000
2011-05-19,134.800003,135.029999,133.940002,134.679993,111.324173,119489500,0.7,23,15.520000
2011-05-20,134.330002,134.679993,133.360001,133.610001,110.439758,182594900,0.75,22,17.430000
2011-05-23,131.979996,132.720001,131.589996,132.059998,109.158516,168700000,0.69,16,18.270000
2011-05-24,132.440002,132.729996,131.699997,131.949997,109.067596,147199600,0.61,13,17.820000
2011-05-25,131.419998,132.940002,131.380005,132.389999,109.431282,151050100,0.51,13,17.070000
2011-05-26,132.029999,133.240005,131.779999,133.000000,109.935501,164850000,0.6,15,16.090000
2011-05-27,133.369995,133.869995,132.960007,133.509995,110.357048,120921900,0.51,16,15.980000
2011-05-31,134.770004,134.919998,133.839996,134.899994,111.505997,164731200,0.54,16,15.450000
2011-06-01,134.509995,134.919998,131.759995,131.869995,109.001472,233094300,0.76,15,18.299999
2011-06-02,131.960007,132.240005,130.960007,131.729996,108.885757,200466800,0.71,12,18.090000
2011-06-03,130.149994,131.419998,130.080002,130.419998,107.802925,234690200,0.71,9,17.950001
2011-06-06,130.089996,130.360001,128.869995,129.039993,106.662239,179951200,0.8,6,18.490000
2011-06-07,129.699997,130.070007,128.850006,128.960007,106.596153,161660500,0.74,6,18.070000
2011-06-08,128.759995,129.190002,128.179993,128.419998,106.149773,198696400,0.95,6,18.790001
2011-06-09,128.770004,129.929993,128.460007,129.399994,106.959808,160964400,0.77,6,17.770000
2011-06-10,128.850006,128.929993,127.260002,127.599998,105.471962,238629400,1.01,5,18.860001
2011-06-13,127.889999,128.240005,127.050003,127.699997,105.554596,207599800,0.73,6,19.610001
2011-06-14,128.869995,129.770004,128.820007,129.320007,106.893700,160570400,0.65,5,18.260000
2011-06-15,128.240005,129.300003,126.680000,127.019997,104.992546,300958000,1.09,5,21.320000
2011-06-16,127.059998,127.970001,126.320000,127.300003,105.223991,308032800,1.03,6,22.730000
2011-06-17,127.930000,127.940002,126.620003,127.050003,105.538002,233284900,1.09,7,21.850000
2011-06-20,126.620003,127.970001,126.580002,127.699997,106.077957,159479000,0.57,9,19.990000
2011-06-21,128.360001,129.699997,127.750000,129.449997,107.531624,193157300,0.59,9,18.860001
2011-06-22,129.050003,129.809998,128.589996,128.669998,106.883698,176703000,0.53,10,18.520000
2011-06-23,127.160004,128.639999,126.190002,128.300003,106.576347,334286500,0.65,10,19.290001
2011-06-24,128.270004,128.369995,126.620003,126.809998,105.338623,226129300,0.7,11,21.100000
2011-06-27,126.889999,128.429993,126.639999,127.940002,106.277306,168904700,0.62,25,20.559999
2011-06-28,128.449997,129.630005,128.270004,129.610001,107.664543,165556300,0.59,29,19.170000
2011-06-29,130.199997,130.929993,129.630005,130.720001,108.586601,244295500,0.56,30,17.270000
2011-06-30,131.139999,132.179993,130.710007,131.970001,109.624939,223322700,0.54,32,16.520000
2011-07-01,132.089996,134.100006,131.779999,133.919998,111.244743,202385700,0.55,34,15.870000
2011-07-05,133.779999,134.080002,133.389999,133.809998,111.153435,165936000,0.64,51,16.059999
2011-07-06,133.490005,134.139999,133.110001,133.970001,111.286301,143331600,0.71,52,16.340000
2011-07-07,135.160004,135.699997,134.880005,135.360001,112.440964,170464200,0.56,48,15.950000
2011-07-08,133.830002,135.360001,133.389999,134.399994,111.643478,194100500,0.58,43,15.950000
2011-07-11,132.750000,133.179993,131.660004,131.970001,109.624939,195918600,0.74,35,18.389999
2011-07-12,131.690002,132.779999,131.360001,131.399994,109.151451,214675700,0.67,31,19.870001
2011-07-13,132.089996,133.220001,131.520004,131.839996,109.516937,204062600,0.67,31,19.910000
2011-07-14,132.169998,132.779999,130.679993,130.929993,108.761032,226111800,0.78,31,20.799999
2011-07-15,131.660004,131.869995,130.770004,131.690002,109.392365,220012800,0.64,32,19.530001
2011-07-18,131.080002,131.279999,129.630005,130.610001,108.495216,196872100,0.68,44,20.950001
2011-07-19,131.339996,132.889999,131.309998,132.729996,110.256264,166554900,0.51,44,19.209999
2011-07-20,133.070007,133.149994,132.419998,132.649994,110.189827,137145400,0.61,47,19.090000
2011-07-21,133.399994,134.820007,132.669998,134.490005,111.718269,245246300,0.56,48,17.559999
2011-07-22,134.520004,134.720001,133.759995,134.580002,111.793022,126019400,0.6,51,17.520000
2011-07-25,133.300003,134.490005,133.160004,133.830002,111.170029,136653800,0.6,38,19.350000
2011-07-26,133.740005,133.960007,133.029999,133.330002,110.754669,131278200,0.58,35,20.230000
2011-07-27,132.589996,132.630005,130.429993,130.600006,108.486916,249020100,0.66,27,22.980000
2011-07-28,130.600006,131.770004,130.009995,130.220001,108.171249,207939900,0.68,27,23.740000
2011-07-29,128.910004,130.550003,127.970001,129.330002,107.431946,307038400,0.77,16,25.250000
2011-08-01,130.839996,130.960007,127.529999,128.779999,106.975060,325790900,0.76,10,23.660000
2011-08-02,127.809998,128.500000,125.489998,125.489998,104.242119,346653800,0.68,8,24.790001
2011-08-03,125.660004,126.309998,123.529999,126.169998,104.806992,370830800,0.77,2,23.379999
2011-08-04,124.419998,124.620003,120.059998,120.260002,99.897659,520721800,0.96,5,31.660000
2011-08-05,121.760002,122.070000,116.860001,120.080002,99.748146,655619200,0.94,5,32.000000
2011-08-08,116.910004,120.120003,112.019997,112.260002,93.252190,702263900,1.07,1,48.000000
2011-08-09,114.070000,117.639999,110.269997,117.480003,97.588379,717828700,0.85,2,35.060001
2011-08-10,115.260002,116.279999,111.949997,112.290001,93.277130,662607400,0.81,2,42.990002
2011-08-11,113.260002,118.919998,112.320000,117.330002,97.463768,487979700,0.62,3,39.000000
2011-08-12,118.400002,119.209999,117.279999,118.120003,98.120026,313731600,0.75,6,36.360001
2011-08-15,119.190002,120.739998,119.000000,120.620003,100.196686,258810600,0.68,7,31.870001
2011-08-16,119.470001,120.690002,118.309998,119.589996,99.341125,294095200,0.74,11,32.849998
2011-08-17,120.250000,121.199997,118.720001,119.669998,99.407585,238201100,0.8,7,31.580000
2011-08-18,116.500000,119.709999,113.389999,114.510002,95.121269,512956300,0.96,7,42.669998
2011-08-19,112.959999,115.879997,112.500000,112.639999,93.567879,428281300,1.03,6,43.049999
2011-08-22,115.169998,115.230003,112.410004,112.730003,93.642654,275090600,0.73,7,42.439999
2011-08-23,113.150002,116.570000,112.580002,116.440002,96.724487,331136600,0.67,9,36.270000
2011-08-24,116.190002,118.239998,115.919998,118.080002,98.086784,246869700,0.66,8,35.900002
2011-08-25,118.730003,119.400002,115.870003,116.279999,96.591537,312365400,0.77,11,39.759998
2011-08-26,115.690002,118.510002,113.849998,117.970001,97.995422,314495900,0.73,12,35.590000
2011-08-29,119.559998,121.430000,118.059998,121.360001,100.811424,190977200,0.54,22,32.279999
2011-08-30,120.830002,122.430000,119.260002,121.680000,101.077255,241315700,0.72,22,32.889999
2011-08-31,122.459999,123.510002,121.300003,122.220001,101.525787,301828400,0.65,28,31.620001
2011-09-01,122.290001,123.400002,120.779999,120.940002,100.462570,254585900,0.69,26,31.820000
2011-09-02,118.419998,120.870003,117.430000,117.849998,97.895714,255517200,0.84,26,33.919998
2011-09-06,114.389999,117.160004,114.379997,116.989998,97.181335,285130500,0.75,27,37.000000
2011-09-07,118.760002,120.339996,118.360001,120.290001,99.922592,209803200,0.62,28,33.380001
2011-09-08,119.570000,120.940002,118.769997,119.040001,98.884254,250568200,0.71,25,34.320000
2011-09-09,117.680000,119.059998,115.279999,115.919998,96.292503,380195100,0.86,25,38.520000
2011-09-12,114.470001,116.760002,114.050003,116.669998,96.915512,305793500,0.72,31,38.590000
2011-09-13,117.050003,118.180000,116.220001,117.739998,97.804359,272514700,0.71,31,36.910000
2011-09-14,118.339996,120.800003,116.720001,119.370003,99.158340,319389500,0.64,31,34.599998
2011-09-15,120.650002,121.470001,119.400002,121.430000,100.869568,326777200,0.68,33,31.969999
2011-09-16,121.290001,121.970001,120.320000,121.519997,101.466553,284528300,0.67,38,30.980000
2011-09-19,119.529999,120.930000,118.720001,120.309998,100.456261,241517000,0.62,39,32.730000
2011-09-20,120.820000,121.989998,120.010002,120.169998,100.339333,218932200,0.63,32,32.860001
2011-09-21,120.230003,120.599998,116.440002,116.629997,97.383522,316251300,0.79,31,37.320000
2011-09-22,113.250000,114.209999,111.300003,112.860001,94.235657,513911300,0.85,28,41.349998
2011-09-23,112.110001,114.160004,112.019997,113.540001,94.803452,307242500,0.65,28,41.250000
2011-09-26,114.610001,116.400002,112.980003,116.239998,97.057884,260673700,0.59,26,39.020000
2011-09-27,118.529999,119.559998,116.839996,117.540001,98.143349,311753900,0.61,25,37.709999
2011-09-28,117.779999,118.489998,114.970001,115.139999,96.139412,286696800,0.82,27,41.080002
2011-09-29,117.050003,117.629997,113.930000,116.050003,96.899246,298108900,0.8,23,38.840000
2011-09-30,114.449997,115.449997,113.070000,113.150002,94.477806,288392300,0.81,22,42.959999
2011-10-03,112.489998,113.949997,109.809998,109.930000,91.789177,365136800,0.85,20,45.450001
2011-10-04,108.349998,112.580002,107.430000,112.339996,93.801453,459177500,0.77,23,40.820000
2011-10-05,112.620003,114.720001,111.580002,114.419998,95.538223,284108000,0.69,27,37.810001
2011-10-06,114.360001,116.660004,113.510002,116.489998,97.266632,257800800,0.67,33,36.270000
2011-10-07,117.169998,117.250000,115.059998,115.709999,96.615356,312657900,0.71,31,36.200001
2011-10-10,117.680000,119.629997,117.669998,119.580002,99.846718,230666300,0.63,41,33.020000
2011-10-11,118.870003,120.040001,118.750000,119.699997,99.946915,209088000,0.77,41,32.860001
2011-10-12,120.599998,122.139999,120.330002,120.750000,100.823631,281544900,0.64,42,31.260000
2011-10-13,120.040001,120.870003,119.120003,120.510002,100.623245,212538800,0.71,42,30.700001
2011-10-14,121.910004,122.599998,121.230003,122.570000,102.343307,211397600,0.6,41,28.240000
2011-10-17,121.989998,122.550003,119.930000,120.230003,100.389442,202311600,0.71,48,33.389999
2011-10-18,120.139999,123.500000,119.199997,122.580002,102.351639,318857900,0.62,48,31.559999
2011-10-19,122.379997,123.080002,120.709999,121.129997,101.140930,226601300,0.71,48,34.439999
2011-10-20,121.430000,122.099998,119.820000,121.660004,101.583496,262075600,0.74,54,34.779999
2011-10-21,123.089996,124.120003,122.720001,123.970001,103.512276,278999400,0.5,66,31.320000
2011-10-24,124.169998,125.800003,124.059998,125.489998,104.781433,203215600,0.52,62,29.260000
2011-10-25,124.889999,124.949997,122.779999,123.050003,102.744064,268596800,0.79,62,32.220001
2011-10-26,124.349998,124.769997,122.209999,124.300003,103.787811,289053800,0.7,71,29.860001
2011-10-27,127.629997,129.419998,126.610001,128.630005,107.403290,393220200,0.5,67,25.459999
2011-10-28,128.000000,128.850006,127.800003,128.600006,107.378227,225906500,0.55,66,24.530001
2011-10-31,127.160004,128.619995,125.320000,125.500000,104.789787,228146700,0.77,62,29.959999
2011-11-01,122.029999,123.510002,121.519997,122.000000,101.867371,416565800,0.89,62,34.770000
2011-11-02,123.830002,124.400002,122.790001,123.989998,103.528969,244717600,0.68,62,32.740002
2011-11-03,125.269997,126.500000,123.599998,126.250000,105.416016,291174800,0.63,63,30.500000
2011-11-04,125.230003,125.699997,124.010002,125.480003,104.773109,249401600,0.79,60,30.160000
2011-11-07,125.389999,126.389999,124.199997,126.260002,105.424377,196617200,0.65,65,29.850000
2011-11-08,126.919998,128.020004,125.709999,127.879997,106.777046,224426300,0.65,65,27.480000
2011-11-09,124.889999,125.800003,122.860001,123.160004,102.835945,337982000,0.91,59,36.160000
2011-11-10,124.790001,124.940002,123.019997,124.320000,103.804527,231866500,0.75,60,32.810001
2011-11-11,125.830002,126.989998,125.790001,126.660004,105.758362,189924400,0.64,60,30.040001
2011-11-14,126.190002,127.449997,124.919998,125.459999,104.756386,159258300,0.77,54,31.129999
2011-11-15,125.169998,126.750000,124.720001,126.080002,105.274055,184709400,0.71,54,31.219999
2011-11-16,124.809998,126.339996,123.900002,124.080002,103.604095,235782500,0.74,55,33.509998
2011-11-17,123.849998,124.160004,121.230003,122.110001,101.959221,331219600,0.82,52,34.509998
2011-11-18,122.500000,122.750000,121.470001,121.980003,101.850655,215580400,0.9,46,32.000000
2011-11-21,120.199997,120.349998,118.650002,119.660004,99.913521,229611600,0.66,43,32.910000
2011-11-22,119.400002,120.099998,118.519997,119.190002,99.521065,216494900,0.67,41,31.969999
2011-11-23,118.070000,119.190002,116.559998,116.559998,97.325081,224329100,0.71,39,33.980000
2011-11-25,116.379997,117.699997,116.199997,116.339996,97.141365,99557000,0.75,51,34.470001
2011-11-28,119.540001,120.180000,118.820000,119.709999,99.955269,210686000,0.65,57,32.130001
2011-11-29,120.050003,121.000000,119.610001,120.050003,100.239136,199241500,0.61,62,30.639999
2011-11-30,123.489998,125.220001,120.000000,124.989998,104.363937,324439500,0.55,67,27.799999
2011-12-01,124.849998,125.639999,124.430000,124.970001,104.347282,176954800,0.63,61,27.410000
2011-12-02,126.120003,126.500000,124.779999,124.860001,104.255417,221109700,0.58,67,27.520000
2011-12-05,126.839996,127.180000,125.440002,126.220001,105.390953,225263900,0.67,66,27.840000
2011-12-06,126.209999,127.110001,125.760002,126.260002,105.424377,178842100,0.73,66,28.129999
2011-12-07,125.839996,127.260002,124.970001,126.730003,105.816818,237802500,0.73,66,28.670000
2011-12-08,125.900002,126.180000,123.650002,123.949997,103.495567,240862800,0.76,66,30.590000
2011-12-09,124.510002,126.370003,124.400002,126.050003,105.249008,209111400,0.7,65,26.379999
2011-12-12,124.949997,124.970001,123.160004,124.209999,103.712677,215826100,0.6,62,25.670000
2011-12-13,124.860001,125.570000,122.449997,123.050003,102.744064,245159800,0.78,56,25.410000
2011-12-14,122.559998,123.029999,121.470001,121.739998,101.650253,238618800,0.82,61,26.040001
2011-12-15,123.029999,123.199997,121.989998,122.180000,102.017662,199109200,0.9,61,25.110001
2011-12-16,122.230003,122.949997,121.300003,121.589996,102.168907,220481400,0.89,60,24.290001
2011-12-19,122.059998,122.320000,120.029999,120.290001,101.076553,183903000,0.61,74,24.920000
2011-12-20,122.180000,124.139999,120.370003,123.930000,104.135132,225418100,0.53,74,23.219999
2011-12-21,123.930000,124.360001,122.750000,124.169998,104.336830,194230900,0.72,74,21.430000
2011-12-22,124.629997,125.400002,124.230003,125.269997,105.261101,119465400,0.68,78,21.160000
2011-12-23,125.669998,126.430000,125.410004,126.389999,106.202225,92187200,0.63,77,20.730000
2011-12-27,126.169998,126.820000,126.059998,126.489998,106.286232,86075700,0.71,75,21.910000
2011-12-28,126.510002,126.529999,124.730003,124.830002,104.891418,119107100,0.68,75,23.520000
2011-12-29,125.239998,126.250000,124.860001,126.120003,105.975357,123507200,0.69,75,22.650000
2011-12-30,126.019997,126.330002,125.500000,125.500000,105.454376,95599000,0.54,75,23.400000
2012-01-03,127.760002,128.380005,127.430000,127.500000,107.134926,193697900,0.55,77,22.969999
2012-01-04,127.199997,127.809998,126.709999,127.699997,107.302979,127186500,0.74,77,22.219999
2012-01-05,127.010002,128.229996,126.430000,128.039993,107.588661,173895000,0.61,78,21.480000
2012-01-06,128.199997,128.220001,127.290001,127.709999,107.311371,148050000,0.62,78,20.629999
2012-01-09,128.000000,128.179993,127.410004,128.020004,107.571877,99530200,0.66,81,21.070000
2012-01-10,129.389999,129.649994,128.949997,129.130005,108.504593,115282000,0.57,82,20.690001
2012-01-11,128.729996,129.369995,128.520004,129.199997,108.563385,111540700,0.54,83,21.049999
2012-01-12,129.570007,129.699997,128.539993,129.509995,108.823868,118983700,0.57,83,20.469999
2012-01-13,128.639999,129.050003,127.720001,128.839996,108.260880,179836200,0.6,83,20.910000
2012-01-17,130.080002,130.320007,128.899994,129.339996,108.681023,132209200,0.59,88,22.200001
2012-01-18,129.309998,130.839996,129.080002,130.770004,109.882629,163395200,0.55,90,20.889999
2012-01-19,131.220001,131.570007,130.800003,131.460007,110.462425,126328900,0.48,89,19.870001
2012-01-20,131.240005,131.949997,130.919998,131.949997,110.874146,138230200,0.52,88,18.280001
2012-01-23,131.509995,132.250000,130.979996,131.610001,110.588440,129295800,0.64,87,18.670000
2012-01-24,130.800003,131.500000,130.600006,131.460007,110.462425,103083300,0.62,87,18.910000
2012-01-25,131.259995,132.869995,130.750000,132.559998,111.386711,198613200,0.57,84,18.309999
2012-01-26,133.149994,133.399994,131.360001,131.880005,110.815346,184880500,0.65,82,18.570000
2012-01-27,131.240005,132.050003,131.149994,131.820007,110.764923,135259100,0.6,82,18.530001
2012-01-30,130.509995,131.440002,130.059998,131.369995,110.386772,147311800,0.67,82,19.400000
2012-01-31,132.020004,132.179993,130.679993,131.320007,110.344780,157212000,0.61,85,19.440001
2012-02-01,132.289993,133.139999,132.130005,132.470001,111.311096,166234500,0.61,87,18.549999
2012-02-02,132.729996,133.020004,132.210007,132.679993,111.487549,113090400,0.62,88,17.980000
2012-02-03,134.000000,134.619995,133.770004,134.539993,113.050446,160598500,0.51,88,17.100000
2012-02-06,133.979996,134.509995,133.830002,134.449997,112.974831,107694500,0.55,88,17.760000
2012-02-07,134.169998,135.020004,133.639999,134.789993,113.260483,135528100,0.58,86,17.650000
2012-02-08,134.860001,135.220001,134.309998,135.190002,113.596619,139361400,0.54,86,18.160000
2012-02-09,135.410004,135.589996,134.559998,135.360001,113.739471,148602900,0.55,85,18.629999
2012-02-10,134.160004,134.470001,133.839996,134.360001,112.899223,167907500,0.75,83,20.790001
2012-02-13,135.320007,135.520004,134.740005,135.360001,113.739471,115841900,0.53,83,19.040001
2012-02-14,135.000000,135.270004,134.250000,135.190002,113.596619,165329500,0.6,81,19.540001
2012-02-15,135.630005,135.830002,134.289993,134.559998,113.067268,195195100,0.63,82,21.139999
2012-02-16,134.570007,136.169998,134.330002,136.050003,114.319221,186567800,0.62,81,19.219999
2012-02-17,136.520004,136.630005,135.960007,136.410004,114.621758,129869400,0.51,80,17.780001
2012-02-21,136.729996,137.050003,136.050003,136.470001,114.672188,134042300,0.61,79,18.190001
2012-02-22,136.259995,136.550003,135.789993,136.029999,114.302467,124455300,0.63,78,18.190001
2012-02-23,135.960007,136.729996,135.500000,136.630005,114.806610,137704300,0.67,79,16.799999
2012-02-24,136.929993,137.199997,136.630005,136.929993,115.058678,105539100,0.69,79,17.309999
2012-02-27,136.020004,137.529999,135.800003,137.160004,115.251968,145728900,0.64,75,18.190001
2012-02-28,137.199997,137.720001,136.929993,137.559998,115.588097,129355900,0.57,75,17.959999
2012-02-29,137.759995,138.190002,136.539993,137.020004,115.134338,185934700,0.67,72,18.430000
2012-03-01,137.309998,137.990005,136.929993,137.729996,115.730949,145023500,0.64,70,17.260000
2012-03-02,137.639999,137.820007,137.000000,137.309998,115.378006,120638300,0.6,68,17.290001
2012-03-05,137.100006,137.199997,136.279999,136.750000,114.907463,140765000,0.73,66,18.049999
2012-03-06,135.350006,135.429993,134.360001,134.750000,113.226929,202129900,0.78,63,20.870001
